@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S545.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S544.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
6,2013-03-23,10007,1435,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,21947,2620,1,1,0,0
2,2013-03-26,21409,2557,1,1,0,0
3,2013-03-27,20489,2523,1,1,0,0
4,2013-03-28,22733,2783,1,1,0,0
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,14318,1989,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,13940,2105,1,0,0,1
3,2013-04-03,12614,1888,1,0,0,1
4,2013-04-04,13791,1963,1,0,0,1
5,2013-04-05,12262,1794,1,0,0,1
6,2013-04-06,9006,1353,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,23662,2807,1,1,0,0
2,2013-04-09,19588,2423,1,1,0,0
3,2013-04-10,15990,2037,1,1,0,0
4,2013-04-11,15266,2008,1,1,0,0
5,2013-04-12,14212,1925,1,1,0,0
6,2013-04-13,9079,1329,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,11823,1862,1,0,0,0
2,2013-04-16,12643,1865,1,0,0,0
3,2013-04-17,11629,1783,1,0,0,0
4,2013-04-18,11797,1724,1,0,0,0
5,2013-04-19,11831,1776,1,0,0,0
6,2013-04-20,9726,1399,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,19879,2380,1,1,0,0
2,2013-04-23,18866,2382,1,1,0,0
3,2013-04-24,16360,2084,1,1,0,0
4,2013-04-25,14059,1952,1,1,0,0
5,2013-04-26,13252,1856,1,1,0,0
6,2013-04-27,8959,1309,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,21741,2550,1,1,0,0
2,2013-04-30,21346,2580,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,20921,2651,1,1,0,0
5,2013-05-03,17038,2288,1,1,0,0
6,2013-05-04,10517,1530,1,0,0,0
7,2013-05-05,0,0,0,0,0,0
1,2013-05-06,15196,2198,1,0,0,0
2,2013-05-07,14873,2104,1,0,0,0
3,2013-05-08,13668,2017,1,0,0,0
4,2013-05-09,0,0,0,0,a,0
5,2013-05-10,15104,2447,1,0,0,1
6,2013-05-11,10526,1777,1,0,0,0
7,2013-05-12,0,0,0,0,0,0
1,2013-05-13,20710,2522,1,1,0,0
2,2013-05-14,20185,2571,1,1,0,0
3,2013-05-15,16701,2203,1,1,0,0
4,2013-05-16,16267,2224,1,1,0,0
5,2013-05-17,14182,2051,1,1,0,0
6,2013-05-18,9070,1262,1,0,0,0
7,2013-05-19,0,0,0,0,0,0
1,2013-05-20,0,0,0,0,a,1
2,2013-05-21,15511,2380,1,0,0,1
3,2013-05-22,11482,1753,1,0,0,1
4,2013-05-23,14133,2015,1,0,0,0
5,2013-05-24,11719,1764,1,0,0,0
6,2013-05-25,8943,1337,1,0,0,0
7,2013-05-26,0,0,0,0,0,0
1,2013-05-27,20764,2370,1,1,0,0
2,2013-05-28,19667,2460,1,1,0,0
3,2013-05-29,16282,2036,1,1,0,0
4,2013-05-30,15248,1923,1,1,a,0
5,2013-05-31,18609,2276,1,1,0,0
6,2013-06-01,10792,1472,1,0,0,0
7,2013-06-02,0,0,0,0,0,0
1,2013-06-03,17081,2154,1,1,0,0
2,2013-06-04,18705,2341,1,1,0,0
3,2013-06-05,16739,2164,1,1,0,0
4,2013-06-06,16100,2097,1,1,0,0
5,2013-06-07,15285,2040,1,1,0,0
6,2013-06-08,9233,1413,1,0,0,0
7,2013-06-09,0,0,0,0,0,0
1,2013-06-10,13023,1897,1,0,0,0
2,2013-06-11,13314,1979,1,0,0,0
3,2013-06-12,11527,1728,1,0,0,0
4,2013-06-13,12342,1828,1,0,0,0
5,2013-06-14,12827,1845,1,0,0,0
6,2013-06-15,9428,1488,1,0,0,0
7,2013-06-16,0,0,0,0,0,0
1,2013-06-17,23618,2635,1,1,0,0
2,2013-06-18,17810,2276,1,1,0,0
3,2013-06-19,14777,1929,1,1,0,0
4,2013-06-20,13602,1830,1,1,0,0
5,2013-06-21,16905,2236,1,1,0,0
6,2013-06-22,9928,1493,1,0,0,0
7,2013-06-23,0,0,0,0,0,0
1,2013-06-24,13824,2039,1,0,0,0
2,2013-06-25,10816,1601,1,0,0,0
3,2013-06-26,13695,1980,1,0,0,0
4,2013-06-27,14038,1941,1,0,0,0
5,2013-06-28,16458,2162,1,0,0,0
6,2013-06-29,12711,1713,1,0,0,0
7,2013-06-30,0,0,0,0,0,0
1,2013-07-01,20622,2649,1,1,0,0
2,2013-07-02,17831,2360,1,1,0,0
3,2013-07-03,18386,2314,1,1,0,0
4,2013-07-04,17686,2274,1,1,0,0
5,2013-07-05,15367,2005,1,1,0,0
6,2013-07-06,9821,1418,1,0,0,0
7,2013-07-07,0,0,0,0,0,0
1,2013-07-08,14117,2043,1,0,0,0
2,2013-07-09,13848,2016,1,0,0,0
3,2013-07-10,13992,1946,1,0,0,0
4,2013-07-11,13774,1881,1,0,0,0
5,2013-07-12,13023,1857,1,0,0,0
6,2013-07-13,9493,1401,1,0,0,0
7,2013-07-14,0,0,0,0,0,0
1,2013-07-15,23950,2687,1,1,0,1
2,2013-07-16,19633,2440,1,1,0,1
3,2013-07-17,15924,2152,1,1,0,1
4,2013-07-18,17012,2235,1,1,0,1
5,2013-07-19,15303,1999,1,1,0,1
6,2013-07-20,8871,1275,1,0,0,0
7,2013-07-21,0,0,0,0,0,0
1,2013-07-22,12298,1820,1,0,0,1
2,2013-07-23,11418,1761,1,0,0,1
3,2013-07-24,10715,1606,1,0,0,1
4,2013-07-25,12582,1842,1,0,0,1
5,2013-07-26,10569,1559,1,0,0,1
6,2013-07-27,6629,1027,1,0,0,0
7,2013-07-28,0,0,0,0,0,0
1,2013-07-29,21822,2466,1,1,0,1
2,2013-07-30,21093,2494,1,1,0,1
3,2013-07-31,20710,2367,1,1,0,1
4,2013-08-01,18421,2361,1,1,0,1
5,2013-08-02,14077,1911,1,1,0,1
6,2013-08-03,7594,1200,1,0,0,0
7,2013-08-04,0,0,0,0,0,0
1,2013-08-05,14733,2158,1,0,0,1
2,2013-08-06,12182,1760,1,0,0,1
3,2013-08-07,12444,1783,1,0,0,1
4,2013-08-08,12729,1830,1,0,0,1
5,2013-08-09,10687,1480,1,0,0,1
6,2013-08-10,9328,1330,1,0,0,0
7,2013-08-11,0,0,0,0,0,0
1,2013-08-12,23239,2678,1,1,0,1
2,2013-08-13,20115,2465,1,1,0,1
3,2013-08-14,16963,2156,1,1,0,1
4,2013-08-15,16165,2157,1,1,0,1
5,2013-08-16,14544,1927,1,1,0,1
6,2013-08-17,7838,1189,1,0,0,0
7,2013-08-18,0,0,0,0,0,0
1,2013-08-19,12337,1806,1,0,0,1
2,2013-08-20,13087,1948,1,0,0,1
3,2013-08-21,12542,1842,1,0,0,1
4,2013-08-22,11929,1815,1,0,0,1
5,2013-08-23,10974,1643,1,0,0,1
6,2013-08-24,8568,1276,1,0,0,0
7,2013-08-25,0,0,0,0,0,0
1,2013-08-26,20950,2488,1,1,0,0
2,2013-08-27,18579,2253,1,1,0,0
3,2013-08-28,15868,1963,1,1,0,0
4,2013-08-29,16313,2081,1,1,0,0
5,2013-08-30,15619,2163,1,1,0,0
6,2013-08-31,11034,1985,1,0,0,0
7,2013-09-01,0,0,0,0,0,0
1,2013-09-02,13648,1940,1,0,0,0
2,2013-09-03,11993,1808,1,0,0,0
3,2013-09-04,11937,1748,1,0,0,0
4,2013-09-05,12146,1773,1,0,0,0
5,2013-09-06,10386,1609,1,0,0,0
6,2013-09-07,8634,1361,1,0,0,0
7,2013-09-08,0,0,0,0,0,0
1,2013-09-09,21571,2474,1,1,0,0
2,2013-09-10,20366,2432,1,1,0,0
3,2013-09-11,16416,2040,1,1,0,0
4,2013-09-12,16791,2112,1,1,0,0
5,2013-09-13,14687,2030,1,1,0,0
6,2013-09-14,9902,1504,1,0,0,0
7,2013-09-15,0,0,0,0,0,0
1,2013-09-16,12365,1837,1,0,0,0
2,2013-09-17,12819,1856,1,0,0,0
3,2013-09-18,10239,1542,1,0,0,0
4,2013-09-19,11386,1659,1,0,0,0
5,2013-09-20,11265,1623,1,0,0,0
6,2013-09-21,9885,1536,1,0,0,0
7,2013-09-22,0,0,0,0,0,0
1,2013-09-23,20453,2324,1,1,0,0
2,2013-09-24,18471,2288,1,1,0,0
3,2013-09-25,16038,1976,1,1,0,0
4,2013-09-26,15843,1956,1,1,0,0
5,2013-09-27,15402,2077,1,1,0,0
6,2013-09-28,10623,1576,1,0,0,0
7,2013-09-29,0,0,0,0,0,0
1,2013-09-30,19101,2402,1,0,0,0
2,2013-10-01,12135,1852,1,0,0,0
3,2013-10-02,12427,1796,1,0,0,0
4,2013-10-03,0,0,0,0,a,0
5,2013-10-04,15990,2271,1,0,0,0
6,2013-10-05,10073,1606,1,0,0,0
7,2013-10-06,0,0,0,0,0,0
1,2013-10-07,22959,2643,1,1,0,0
2,2013-10-08,20019,2426,1,1,0,0
3,2013-10-09,16536,2104,1,1,0,0
4,2013-10-10,14898,1885,1,1,0,0
5,2013-10-11,13860,1804,1,1,0,0
6,2013-10-12,11488,1638,1,0,0,0
7,2013-10-13,0,0,0,0,0,0
1,2013-10-14,13607,2017,1,0,0,0
2,2013-10-15,13535,1931,1,0,0,0
3,2013-10-16,13049,1863,1,0,0,0
4,2013-10-17,11859,1716,1,0,0,0
5,2013-10-18,11745,1712,1,0,0,0
6,2013-10-19,10095,1497,1,0,0,0
7,2013-10-20,0,0,0,0,0,0
1,2013-10-21,20030,2388,1,1,0,1
2,2013-10-22,18046,2292,1,1,0,1
3,2013-10-23,15164,2000,1,1,0,1
4,2013-10-24,14154,1992,1,1,0,1
5,2013-10-25,13518,1815,1,1,0,1
6,2013-10-26,8689,1373,1,0,0,0
7,2013-10-27,0,0,0,0,0,0
1,2013-10-28,12684,1853,1,0,0,1
2,2013-10-29,13285,1986,1,0,0,1
3,2013-10-30,15486,2186,1,0,0,1
4,2013-10-31,0,0,0,0,a,1
5,2013-11-01,17123,2321,1,0,0,1
6,2013-11-02,10486,1512,1,0,0,0
7,2013-11-03,0,0,0,0,0,0
1,2013-11-04,23020,2617,1,1,0,0
2,2013-11-05,19231,2292,1,1,0,0
3,2013-11-06,15875,1986,1,1,0,0
4,2013-11-07,16343,2082,1,1,0,0
5,2013-11-08,14853,1932,1,1,0,0
6,2013-11-09,10353,1519,1,0,0,0
7,2013-11-10,0,0,0,0,0,0
1,2013-11-11,12686,1850,1,0,0,0
2,2013-11-12,12817,1852,1,0,0,0
3,2013-11-13,11230,1667,1,0,0,0
4,2013-11-14,13176,1842,1,0,0,0
5,2013-11-15,12984,1809,1,0,0,0
6,2013-11-16,11921,1751,1,0,0,0
7,2013-11-17,0,0,0,0,0,0
1,2013-11-18,22908,2694,1,1,0,0
2,2013-11-19,21089,2664,1,1,0,0
3,2013-11-20,0,0,0,1,a,0
4,2013-11-21,20296,2450,1,1,0,0
5,2013-11-22,17245,2207,1,1,0,0
6,2013-11-23,11862,1707,1,0,0,0
7,2013-11-24,0,0,0,0,0,0
1,2013-11-25,14081,1992,1,0,0,0
2,2013-11-26,14556,1993,1,0,0,0
3,2013-11-27,13988,1835,1,0,0,0
4,2013-11-28,12824,1776,1,0,0,0
5,2013-11-29,16455,2247,1,0,0,0
6,2013-11-30,13623,1908,1,0,0,0
7,2013-12-01,0,0,0,0,0,0
1,2013-12-02,28526,3095,1,1,0,0
2,2013-12-03,26293,2949,1,1,0,0
3,2013-12-04,21514,2670,1,1,0,0
4,2013-12-05,20245,2424,1,1,0,0
5,2013-12-06,13748,1806,1,1,0,0
6,2013-12-07,10506,1565,1,0,0,0
7,2013-12-08,0,0,0,0,0,0
1,2013-12-09,11517,1623,1,0,0,0
2,2013-12-10,16027,2233,1,0,0,0
3,2013-12-11,14859,2128,1,0,0,0
4,2013-12-12,14598,2048,1,0,0,0
5,2013-12-13,14426,2115,1,0,0,0
6,2013-12-14,13457,1997,1,0,0,0
7,2013-12-15,0,0,0,0,0,0
1,2013-12-16,30903,3145,1,1,0,0
2,2013-12-17,26313,2981,1,1,0,0
3,2013-12-18,25746,2822,1,1,0,0
4,2013-12-19,21389,2621,1,1,0,0
5,2013-12-20,20940,2544,1,1,0,0
6,2013-12-21,17249,2362,1,0,0,0
7,2013-12-22,0,0,0,0,0,0
1,2013-12-23,22786,3049,1,0,0,1
2,2013-12-24,4558,510,1,0,0,1
3,2013-12-25,0,0,0,0,c,1
4,2013-12-26,0,0,0,0,c,1
5,2013-12-27,15611,2185,1,0,0,1
6,2013-12-28,11261,1657,1,0,0,0
7,2013-12-29,0,0,0,0,0,0
1,2013-12-30,19612,2648,1,0,0,1
2,2013-12-31,4758,630,1,0,0,1
3,2014-01-01,0,0,0,0,a,1
4,2014-01-02,11118,1660,1,0,0,1
5,2014-01-03,12020,1724,1,0,0,1
6,2014-01-04,9898,1447,1,0,0,0
7,2014-01-05,0,0,0,0,0,0
1,2014-01-06,22723,2560,1,1,0,0
2,2014-01-07,19566,2403,1,1,0,0
3,2014-01-08,15890,1946,1,1,0,0
4,2014-01-09,15303,1952,1,1,0,0
5,2014-01-10,13844,1799,1,1,0,0
6,2014-01-11,8888,1339,1,0,0,0
7,2014-01-12,0,0,0,0,0,0
1,2014-01-13,11606,1714,1,0,0,0
2,2014-01-14,10850,1507,1,0,0,0
3,2014-01-15,11055,1546,1,0,0,0
4,2014-01-16,10529,1531,1,0,0,0
5,2014-01-17,10581,1547,1,0,0,0
6,2014-01-18,9958,1430,1,0,0,0
7,2014-01-19,0,0,0,0,0,0
1,2014-01-20,21183,2336,1,1,0,0
2,2014-01-21,16715,1948,1,1,0,0
3,2014-01-22,14693,1790,1,1,0,0
4,2014-01-23,14988,1804,1,1,0,0
5,2014-01-24,12287,1637,1,1,0,0
6,2014-01-25,8155,1162,1,0,0,0
7,2014-01-26,0,0,0,0,0,0
1,2014-01-27,9920,1472,1,0,0,0
2,2014-01-28,10939,1584,1,0,0,0
3,2014-01-29,9327,1356,1,0,0,0
4,2014-01-30,11068,1552,1,0,0,0
5,2014-01-31,13554,1826,1,0,0,0
6,2014-02-01,11574,1602,1,0,0,0
7,2014-02-02,0,0,0,0,0,0
1,2014-02-03,23971,2601,1,1,0,0
2,2014-02-04,20145,2341,1,1,0,0
3,2014-02-05,16366,1964,1,1,0,0
4,2014-02-06,14689,1901,1,1,0,0
5,2014-02-07,14207,1835,1,1,0,0
6,2014-02-08,9594,1389,1,0,0,0
7,2014-02-09,0,0,0,0,0,0
1,2014-02-10,11343,1697,1,0,0,0
2,2014-02-11,11112,1650,1,0,0,0
3,2014-02-12,10545,1531,1,0,0,0
4,2014-02-13,11256,1689,1,0,0,0
5,2014-02-14,11412,1663,1,0,0,0
6,2014-02-15,8801,1253,1,0,0,0
7,2014-02-16,0,0,0,0,0,0
1,2014-02-17,21363,2391,1,1,0,1
2,2014-02-18,16800,2093,1,1,0,1
3,2014-02-19,15146,1850,1,1,0,1
4,2014-02-20,13831,1859,1,1,0,1
5,2014-02-21,11818,1601,1,1,0,1
6,2014-02-22,8909,1277,1,0,0,0
7,2014-02-23,0,0,0,0,0,0
1,2014-02-24,11392,1644,1,0,0,1
2,2014-02-25,11132,1654,1,0,0,1
3,2014-02-26,10021,1525,1,0,0,1
4,2014-02-27,10807,1586,1,0,0,1
5,2014-02-28,12445,1727,1,0,0,1
6,2014-03-01,10603,1578,1,0,0,0
7,2014-03-02,0,0,0,0,0,0
1,2014-03-03,26757,2995,1,1,0,0
2,2014-03-04,18896,2329,1,1,0,0
3,2014-03-05,14717,1899,1,1,0,0
4,2014-03-06,16152,2087,1,1,0,0
5,2014-03-07,15216,2067,1,1,0,0
6,2014-03-08,10226,1508,1,0,0,0
7,2014-03-09,0,0,0,0,0,0
1,2014-03-10,12249,1832,1,0,0,0
2,2014-03-11,12124,1831,1,0,0,0
3,2014-03-12,11843,1713,1,0,0,0
4,2014-03-13,11677,1698,1,0,0,0
5,2014-03-14,12049,1720,1,0,0,0
6,2014-03-15,8657,1220,1,0,0,0
7,2014-03-16,0,0,0,0,0,0
1,2014-03-17,20758,2362,1,1,0,0
2,2014-03-18,17876,2291,1,1,0,0
3,2014-03-19,15299,1928,1,1,0,0
4,2014-03-20,15370,2030,1,1,0,0
5,2014-03-21,13432,1881,1,1,0,0
6,2014-03-22,9492,1404,1,0,0,0
7,2014-03-23,0,0,0,0,0,0
1,2014-03-24,11562,1676,1,0,0,0
2,2014-03-25,11041,1591,1,0,0,0
3,2014-03-26,12984,1752,1,0,0,0
4,2014-03-27,9740,1359,1,0,0,0
5,2014-03-28,13091,1799,1,0,0,0
6,2014-03-29,12009,1737,1,0,0,0
7,2014-03-30,0,0,0,0,0,0
1,2014-03-31,29591,3003,1,1,0,0
2,2014-04-01,17411,2219,1,1,0,0
3,2014-04-02,16789,2157,1,1,0,0
4,2014-04-03,17025,2131,1,1,0,0
5,2014-04-04,14803,1990,1,1,0,0
6,2014-04-05,10390,1503,1,0,0,0
7,2014-04-06,0,0,0,0,0,0
1,2014-04-07,14516,2188,1,0,0,0
2,2014-04-08,13913,2005,1,0,0,0
3,2014-04-09,12814,1818,1,0,0,0
4,2014-04-10,12634,1863,1,0,0,0
5,2014-04-11,12795,1843,1,0,0,0
6,2014-04-12,11948,1863,1,0,0,0
7,2014-04-13,0,0,0,0,0,0
1,2014-04-14,22544,2458,1,1,0,0
2,2014-04-15,20851,2464,1,1,0,0
3,2014-04-16,20347,2449,1,1,0,0
4,2014-04-17,18515,2496,1,1,0,0
5,2014-04-18,0,0,0,1,b,1
6,2014-04-19,12103,1791,1,0,0,0
7,2014-04-20,0,0,0,0,0,0
1,2014-04-21,0,0,0,0,b,1
2,2014-04-22,13397,1963,1,0,0,1
3,2014-04-23,11580,1692,1,0,0,1
4,2014-04-24,11246,1667,1,0,0,1
5,2014-04-25,10327,1568,1,0,0,1
6,2014-04-26,8772,1288,1,0,0,0
7,2014-04-27,0,0,0,0,0,0
1,2014-04-28,20368,2286,1,1,0,0
2,2014-04-29,18872,2267,1,1,0,0
3,2014-04-30,18740,2291,1,1,0,0
4,2014-05-01,0,0,0,1,a,0
5,2014-05-02,18250,2277,1,1,0,0
6,2014-05-03,9529,1374,1,0,0,0
7,2014-05-04,0,0,0,0,0,0
1,2014-05-05,23571,2737,1,1,0,0
2,2014-05-06,18923,2246,1,1,0,0
3,2014-05-07,15081,1943,1,1,0,0
4,2014-05-08,15837,2022,1,1,0,0
5,2014-05-09,13942,1865,1,1,0,0
6,2014-05-10,9312,1451,1,0,0,0
7,2014-05-11,0,0,0,0,0,0
1,2014-05-12,11245,1644,1,0,0,0
2,2014-05-13,10844,1580,1,0,0,0
3,2014-05-14,10842,1541,1,0,0,0
4,2014-05-15,11387,1603,1,0,0,0
5,2014-05-16,10899,1614,1,0,0,0
6,2014-05-17,10245,1464,1,0,0,0
7,2014-05-18,0,0,0,0,0,0
1,2014-05-19,19979,2315,1,1,0,0
2,2014-05-20,16756,2079,1,1,0,0
3,2014-05-21,13629,1833,1,1,0,0
4,2014-05-22,14747,1944,1,1,0,0
5,2014-05-23,12915,1730,1,1,0,0
6,2014-05-24,7944,1215,1,0,0,0
7,2014-05-25,0,0,0,0,0,0
1,2014-05-26,12496,1792,1,0,0,0
2,2014-05-27,11375,1591,1,0,0,0
3,2014-05-28,11139,1576,1,0,0,0
4,2014-05-29,0,0,0,0,a,0
5,2014-05-30,17416,2299,1,0,0,1
6,2014-05-31,10792,1584,1,0,0,0
7,2014-06-01,0,0,0,0,0,0
1,2014-06-02,24214,2690,1,1,0,0
2,2014-06-03,19757,2279,1,1,0,0
3,2014-06-04,16873,2039,1,1,0,0
4,2014-06-05,16309,1984,1,1,0,0
5,2014-06-06,13792,1875,1,1,0,0
6,2014-06-07,8380,1331,1,0,0,0
7,2014-06-08,0,0,0,0,0,0
1,2014-06-09,0,0,0,0,a,0
2,2014-06-10,12537,1820,1,0,0,0
3,2014-06-11,11774,1691,1,0,0,0
4,2014-06-12,13015,1751,1,0,0,0
5,2014-06-13,11210,1631,1,0,0,0
6,2014-06-14,9879,1425,1,0,0,0
7,2014-06-15,0,0,0,0,0,0
1,2014-06-16,21387,2445,1,1,0,0
2,2014-06-17,18762,2225,1,1,0,0
3,2014-06-18,16352,2016,1,1,0,0
4,2014-06-19,14779,1885,1,1,a,0
5,2014-06-20,12859,1696,1,1,0,0
6,2014-06-21,9070,1429,1,0,0,0
7,2014-06-22,0,0,0,0,0,0
1,2014-06-23,12239,1724,1,0,0,0
2,2014-06-24,11875,1734,1,0,0,0
3,2014-06-25,10610,1439,1,0,0,0
4,2014-06-26,10947,1554,1,0,0,0
5,2014-06-27,12007,1671,1,0,0,0
6,2014-06-28,9538,1401,1,0,0,0
7,2014-06-29,0,0,0,0,0,0
1,2014-06-30,29853,2924,1,1,0,0
2,2014-07-01,16348,2077,1,1,0,0
3,2014-07-02,16612,2087,1,1,0,0
4,2014-07-03,15648,2043,1,1,0,0
5,2014-07-04,12964,1783,1,1,0,0
6,2014-07-05,8987,1334,1,0,0,0
7,2014-07-06,0,0,0,0,0,0
1,2014-07-07,13330,1969,1,0,0,0
2,2014-07-08,11316,1593,1,0,0,0
3,2014-07-09,10758,1579,1,0,0,0
4,2014-07-10,10988,1546,1,0,0,0
5,2014-07-11,10412,1510,1,0,0,0
6,2014-07-12,10080,1414,1,0,0,0
7,2014-07-13,0,0,0,0,0,0
1,2014-07-14,19638,2185,1,1,0,0
2,2014-07-15,19858,2380,1,1,0,0
3,2014-07-16,16944,2081,1,1,0,0
4,2014-07-17,15680,1990,1,1,0,0
5,2014-07-18,12732,1677,1,1,0,0
6,2014-07-19,7697,1129,1,0,0,0
7,2014-07-20,0,0,0,0,0,0
1,2014-07-21,11263,1602,1,0,0,1
2,2014-07-22,11534,1697,1,0,0,1
3,2014-07-23,10153,1460,1,0,0,1
4,2014-07-24,10546,1480,1,0,0,1
5,2014-07-25,9951,1407,1,0,0,1
6,2014-07-26,7920,1123,1,0,0,0
7,2014-07-27,0,0,0,0,0,0
1,2014-07-28,18759,2125,1,1,0,1
2,2014-07-29,16421,1962,1,1,0,1
3,2014-07-30,14613,1816,1,1,0,1
4,2014-07-31,18136,2094,1,1,0,1
5,2014-08-01,13813,1792,1,1,0,1
6,2014-08-02,8883,1279,1,0,0,0
7,2014-08-03,0,0,0,0,0,0
1,2014-08-04,19895,2346,1,1,0,1
2,2014-08-05,16566,2024,1,1,0,1
3,2014-08-06,14960,1834,1,1,0,1
4,2014-08-07,14698,1848,1,1,0,1
5,2014-08-08,12866,1630,1,1,0,1
6,2014-08-09,7881,1178,1,0,0,0
7,2014-08-10,0,0,0,0,0,0
1,2014-08-11,12764,1811,1,0,0,1
2,2014-08-12,11790,1704,1,0,0,1
3,2014-08-13,10841,1531,1,0,0,1
4,2014-08-14,11044,1565,1,0,0,1
5,2014-08-15,10098,1445,1,0,0,1
6,2014-08-16,8504,1207,1,0,0,0
7,2014-08-17,0,0,0,0,0,0
1,2014-08-18,19362,2104,1,1,0,1
2,2014-08-19,17114,2120,1,1,0,1
3,2014-08-20,15360,1805,1,1,0,1
4,2014-08-21,13940,1751,1,1,0,1
5,2014-08-22,12004,1580,1,1,0,1
6,2014-08-23,8269,1172,1,0,0,0
